epochs	conv-num-filters	fully-connected-dim	max-pool-window-width	dropout-rate	validation-AUC-ROC
5	5	15	8	0.00	0.7802447080612183
5	5	15	8	0.25	0.7155249118804932
5	5	15	8	0.50	0.5186176896095276
5	5	15	8	0.75	0.5037779211997986
5	5	15	10	0.00	0.7376716136932373
5	5	15	10	0.25	0.6653300523757935
5	5	15	10	0.50	0.6267587542533875
5	5	15	10	0.75	0.507817268371582
5	5	15	12	0.00	0.7147824764251709
5	5	15	12	0.25	0.6934703588485718
5	5	15	12	0.50	0.6238471865653992
5	5	15	12	0.75	0.5213610529899597
5	5	15	14	0.00	0.7047392725944519
5	5	15	14	0.25	0.6194917559623718
5	5	15	14	0.50	0.6325250864028931
5	5	15	14	0.75	0.5605450868606567
5	5	15	16	0.00	0.627912700176239
5	5	15	16	0.25	0.6329684257507324
5	5	15	16	0.50	0.6081092357635498
5	5	15	16	0.75	0.5717787742614746
5	5	20	1	0.00	0.866746187210083
5	5	20	1	0.25	0.8633161783218384
5	5	20	1	0.50	0.8525179624557495
5	5	20	1	0.75	0.8344732522964478
5	5	20	2	0.00	0.8689608573913574
5	5	20	2	0.25	0.8618825674057007
5	5	20	2	0.50	0.8522826433181763
5	5	20	2	0.75	0.8043718338012695
5	5	20	4	0.00	0.8659378290176392
5	5	20	4	0.25	0.8531932830810547
5	5	20	4	0.50	0.8248687982559204
5	5	20	4	0.75	0.7312117218971252
5	5	20	6	0.00	0.8576430678367615
5	5	20	6	0.25	0.8263422250747681
5	5	20	6	0.50	0.7842533588409424
5	5	20	6	0.75	0.698522686958313
5	5	20	8	0.00	0.7951152324676514
5	5	20	8	0.25	0.748135507106781
5	5	20	8	0.50	0.7235058546066284
5	5	20	8	0.75	0.5904953479766846
5	5	20	10	0.00	0.8010884523391724
5	5	20	10	0.25	0.7469383478164673
5	5	20	10	0.50	0.7081567049026489
5	5	20	10	0.75	0.5629734992980957
5	5	20	12	0.00	0.7291334867477417
5	5	20	12	0.25	0.7487437129020691
5	5	20	12	0.50	0.6578969955444336
5	5	20	12	0.75	0.6119076013565063
5	5	20	14	0.00	0.7812269926071167
5	5	20	14	0.25	0.7447373867034912
5	5	20	14	0.50	0.7042810916900635
5	5	20	14	0.75	0.6645013093948364
5	5	20	16	0.00	0.7523965835571289
5	5	20	16	0.25	0.6982259750366211
5	5	20	16	0.50	0.6283390522003174
5	5	20	16	0.75	0.5506802797317505
5	5	30	1	0.00	0.8731286525726318
5	5	30	1	0.25	0.8638823628425598
5	5	30	1	0.50	0.8575521111488342
5	5	30	1	0.75	0.857060968875885
5	5	30	2	0.00	0.870112419128418
5	5	30	2	0.25	0.8618825674057007
5	5	30	2	0.50	0.8553068041801453
5	5	30	2	0.75	0.830798864364624
5	5	30	4	0.00	0.8644883036613464
5	5	30	4	0.25	0.8604580760002136
5	5	30	4	0.50	0.8379487991333008
5	5	30	4	0.75	0.7693396806716919
5	5	30	6	0.00	0.8501442074775696
5	5	30	6	0.25	0.8397234082221985
5	5	30	6	0.50	0.8020116090774536
5	5	30	6	0.75	0.753364086151123
5	5	30	8	0.00	0.8446415662765503
5	5	30	8	0.25	0.7832574844360352
5	5	30	8	0.50	0.7675694823265076
5	5	30	8	0.75	0.5979840755462646
5	5	30	10	0.00	0.8170140385627747
5	5	30	10	0.25	0.7672954797744751
5	5	30	10	0.50	0.743378758430481
5	5	30	10	0.75	0.6587816476821899
5	5	30	12	0.00	0.7652297616004944
5	5	30	12	0.25	0.7405592799186707
5	5	30	12	0.50	0.7077213525772095
5	5	30	12	0.75	0.5647675395011902
5	5	30	14	0.00	0.7848104238510132
5	5	30	14	0.25	0.750268280506134
5	5	30	14	0.50	0.7136490941047668
5	5	30	14	0.75	0.5950508713722229
5	5	30	16	0.00	0.7468997240066528
5	5	30	16	0.25	0.7305682897567749
5	5	30	16	0.50	0.673129141330719
5	5	30	16	0.75	0.6086844801902771
5	5	40	1	0.00	0.8615164756774902
5	5	40	1	0.25	0.8603590726852417
5	5	40	1	0.50	0.8553033471107483
5	5	40	1	0.75	0.847326934337616
5	5	40	2	0.00	0.8752421736717224
5	5	40	2	0.25	0.8628408908843994
5	5	40	2	0.50	0.8537992238998413
5	5	40	2	0.75	0.8178564310073853
5	5	40	4	0.00	0.8682479858398438
5	5	40	4	0.25	0.8614538908004761
5	5	40	4	0.50	0.841841459274292
5	5	40	4	0.75	0.8058758974075317
5	5	40	6	0.00	0.853276252746582
5	5	40	6	0.25	0.8469438552856445
5	5	40	6	0.50	0.8153234720230103
5	5	40	6	0.75	0.7477773427963257
5	5	40	8	0.00	0.8481670618057251
5	5	40	8	0.25	0.8053813576698303
5	5	40	8	0.50	0.7693737745285034
5	5	40	8	0.75	0.6746559143066406
5	5	40	10	0.00	0.8194640278816223
5	5	40	10	0.25	0.8089341521263123
5	5	40	10	0.50	0.7572499513626099
5	5	40	10	0.75	0.67178875207901
5	5	40	12	0.00	0.8117047548294067
5	5	40	12	0.25	0.7790794372558594
5	5	40	12	0.50	0.7450295090675354
5	5	40	12	0.75	0.6382561326026917
5	5	40	14	0.00	0.7889862656593323
5	5	40	14	0.25	0.7755186557769775
5	5	40	14	0.50	0.7453137040138245
5	5	40	14	0.75	0.6687031984329224
5	5	40	16	0.00	0.7634857892990112
5	5	40	16	0.25	0.7234103679656982
5	5	40	16	0.50	0.6921811699867249
5	5	40	16	0.75	0.6003385186195374
5	5	50	1	0.00	0.8693689703941345
5	5	50	1	0.25	0.8622986674308777
5	5	50	1	0.50	0.8563095331192017
5	5	50	1	0.75	0.8403065800666809
5	5	50	2	0.00	0.8794771432876587
5	5	50	2	0.25	0.8612663745880127
5	5	50	2	0.50	0.8552840352058411
5	5	50	2	0.75	0.8383477926254272
5	5	50	4	0.00	0.8710958957672119
5	5	50	4	0.25	0.8639653325080872
5	5	50	4	0.50	0.8371461033821106
5	5	50	4	0.75	0.8129371404647827
5	5	50	6	0.00	0.8596678376197815
5	5	50	6	0.25	0.834688127040863
5	5	50	6	0.50	0.8229951858520508
5	5	50	6	0.75	0.783794105052948
5	5	50	8	0.00	0.8369675874710083
5	5	50	8	0.25	0.8134077787399292
5	5	50	8	0.50	0.7742089033126831
5	5	50	8	0.75	0.7062126398086548
5	5	50	10	0.00	0.8173277974128723
5	5	50	10	0.25	0.79090416431427
5	5	50	10	0.50	0.7554786205291748
5	5	50	10	0.75	0.6472489833831787
5	5	50	12	0.00	0.813347578048706
5	5	50	12	0.25	0.7969695329666138
5	5	50	12	0.50	0.7460708618164062
5	5	50	12	0.75	0.6623832583427429
5	5	50	14	0.00	0.8011953234672546
5	5	50	14	0.25	0.7801151275634766
5	5	50	14	0.50	0.7724944949150085
5	5	50	14	0.75	0.6664692759513855
5	5	50	16	0.00	0.78044593334198
5	5	50	16	0.25	0.7146188020706177
5	5	50	16	0.50	0.6871584057807922
5	5	50	16	0.75	0.6699049472808838
5	5	75	1	0.00	0.8685207962989807
5	5	75	1	0.25	0.8606160879135132
5	5	75	1	0.50	0.8567676544189453
5	5	75	1	0.75	0.8482489585876465
5	5	75	2	0.00	0.8751431703567505
5	5	75	2	0.25	0.8585003018379211
5	5	75	2	0.50	0.8592517375946045
5	5	75	2	0.75	0.8498895168304443
5	5	75	4	0.00	0.8704899549484253
5	5	75	4	0.25	0.8647361993789673
5	5	75	4	0.50	0.8559162020683289
5	5	75	4	0.75	0.8188216686248779
5	5	75	6	0.00	0.8590016961097717
5	5	75	6	0.25	0.8570019006729126
5	5	75	6	0.50	0.8384671211242676
5	5	75	6	0.75	0.7929017543792725
5	5	75	8	0.00	0.8626943230628967
5	5	75	8	0.25	0.8473440408706665
5	5	75	8	0.50	0.7974730730056763
5	5	75	8	0.75	0.7605230808258057
5	5	75	10	0.00	0.8424303531646729
5	5	75	10	0.25	0.8265388607978821
5	5	75	10	0.50	0.7981109619140625
5	5	75	10	0.75	0.7356501817703247
5	5	75	12	0.00	0.814473032951355
5	5	75	12	0.25	0.8027108311653137
5	5	75	12	0.50	0.793075680732727
5	5	75	12	0.75	0.7221325039863586
5	5	75	14	0.00	0.8321937918663025
5	5	75	14	0.25	0.81505286693573
5	5	75	14	0.50	0.7915328741073608
5	5	75	14	0.75	0.7050439119338989
5	5	75	16	0.00	0.7975220084190369
5	5	75	16	0.25	0.7751911878585815
5	5	75	16	0.50	0.7404546737670898
5	5	75	16	0.75	0.678362250328064
5	5	100	1	0.00	0.8703433275222778
5	5	100	1	0.25	0.8636151552200317
5	5	100	1	0.50	0.8590392470359802
5	5	100	1	0.75	0.8338831663131714
5	5	100	2	0.00	0.8758640289306641
5	5	100	2	0.25	0.8652705550193787
5	5	100	2	0.50	0.8555341362953186
5	5	100	2	0.75	0.8492346405982971
5	5	100	4	0.00	0.8720588684082031
5	5	100	4	0.25	0.8648475408554077
5	5	100	4	0.50	0.8494676947593689
5	5	100	4	0.75	0.8326144218444824
5	5	100	6	0.00	0.8710061311721802
5	5	100	6	0.25	0.8607559204101562
5	5	100	6	0.50	0.8368778228759766
5	5	100	6	0.75	0.8133237361907959
5	5	100	8	0.00	0.8624544143676758
5	5	100	8	0.25	0.8512276411056519
5	5	100	8	0.50	0.8292015194892883
5	5	100	8	0.75	0.7705936431884766
5	5	100	10	0.00	0.844301700592041
5	5	100	10	0.25	0.8268969655036926
5	5	100	10	0.50	0.7995923161506653
5	5	100	10	0.75	0.749923825263977
5	5	100	12	0.00	0.838040828704834
5	5	100	12	0.25	0.8269083499908447
5	5	100	12	0.50	0.7993171811103821
5	5	100	12	0.75	0.7572817802429199
5	5	100	14	0.00	0.8336126804351807
5	5	100	14	0.25	0.8229951858520508
5	5	100	14	0.50	0.7919978499412537
5	5	100	14	0.75	0.7033965587615967
5	5	100	16	0.00	0.8129053115844727
5	5	100	16	0.25	0.7873263359069824
5	5	100	16	0.50	0.7596158385276794
5	5	100	16	0.75	0.7089605331420898
5	10	10	1	0.00	0.8592996001243591
5	10	10	1	0.25	0.8421404361724854
5	10	10	1	0.50	0.8465288281440735
5	10	10	1	0.75	0.8339434862136841
5	10	10	2	0.00	0.8707252740859985
5	10	10	2	0.25	0.8531023263931274
5	10	10	2	0.50	0.8603000044822693
5	10	10	2	0.75	0.8398302793502808
5	10	10	4	0.00	0.8664733171463013
5	10	10	4	0.25	0.8543881773948669
5	10	10	4	0.50	0.8499497175216675
5	10	10	4	0.75	0.8095958232879639
5	10	10	6	0.00	0.8531955480575562
5	10	10	6	0.25	0.8370517492294312
5	10	10	6	0.50	0.8329339027404785
5	10	10	6	0.75	0.7563859224319458
5	10	10	8	0.00	0.8178360462188721
5	10	10	8	0.25	0.7620169520378113
5	10	10	8	0.50	0.7271507978439331
5	10	10	8	0.75	0.6777766942977905
5	10	10	10	0.00	0.7679935693740845
5	10	10	10	0.25	0.7606368064880371
5	10	10	10	0.50	0.7512516975402832
5	10	10	10	0.75	0.5430858731269836
5	10	10	12	0.00	0.7550227642059326
5	10	10	12	0.25	0.7248314619064331
5	10	10	12	0.50	0.695918083190918
5	10	10	12	0.75	0.6508039832115173
5	10	10	14	0.00	0.7501523494720459
5	10	10	14	0.25	0.7361958622932434
5	10	10	14	0.50	0.7135285139083862
5	10	10	14	0.75	0.6765375137329102
5	10	10	16	0.00	0.732204258441925
5	10	10	16	0.25	0.7187877893447876
5	10	10	16	0.50	0.7036250829696655
5	10	10	16	0.75	0.6676617860794067
5	10	15	1	0.00	0.8661720752716064
5	10	15	1	0.25	0.8557831048965454
5	10	15	1	0.50	0.8458012342453003
5	10	15	1	0.75	0.8178825974464417
5	10	15	2	0.00	0.8682526350021362
5	10	15	2	0.25	0.8552555441856384
5	10	15	2	0.50	0.8422712087631226
5	10	15	2	0.75	0.8183874487876892
5	10	15	4	0.00	0.8586969971656799
5	10	15	4	0.25	0.848427414894104
5	10	15	4	0.50	0.8279452323913574
5	10	15	4	0.75	0.787923276424408
5	10	15	6	0.00	0.854712188243866
5	10	15	6	0.25	0.8354566097259521
5	10	15	6	0.50	0.811091959476471
5	10	15	6	0.75	0.5715581774711609
5	10	15	8	0.00	0.8389650583267212
5	10	15	8	0.25	0.7800889015197754
5	10	15	8	0.50	0.7053599953651428
5	10	15	8	0.75	0.5769391059875488
5	10	15	10	0.00	0.8220140933990479
5	10	15	10	0.25	0.7341539859771729
5	10	15	10	0.50	0.5498390197753906
5	10	15	10	0.75	0.5260075330734253
5	10	15	12	0.00	0.6263642907142639
5	10	15	12	0.25	0.5645412802696228
5	10	15	12	0.50	0.6823504567146301
5	10	15	12	0.75	0.5003626942634583
5	10	15	14	0.00	0.7502376437187195
5	10	15	14	0.25	0.679121732711792
5	10	15	14	0.50	0.5888218879699707
5	10	15	14	0.75	0.675792932510376
5	10	15	16	0.00	0.7173200845718384
5	10	15	16	0.25	0.6099112033843994
5	10	15	16	0.50	0.5095350742340088
5	10	15	16	0.75	0.48410964012145996
5	10	20	1	0.00	0.859105110168457
5	10	20	1	0.25	0.85561603307724
5	10	20	1	0.50	0.8488026261329651
5	10	20	1	0.75	0.8396688103675842
5	10	20	2	0.00	0.8672724962234497
5	10	20	2	0.25	0.8516073226928711
5	10	20	2	0.50	0.8558354377746582
5	10	20	2	0.75	0.8393778204917908
5	10	20	4	0.00	0.8712618947029114
5	10	20	4	0.25	0.8569587469100952
5	10	20	4	0.50	0.8473736047744751
5	10	20	4	0.75	0.7473748922348022
5	10	20	6	0.00	0.8512015342712402
5	10	20	6	0.25	0.8359522819519043
5	10	20	6	0.50	0.7999162673950195
5	10	20	6	0.75	0.5
5	10	20	8	0.00	0.840848982334137
5	10	20	8	0.25	0.805354118347168
5	10	20	8	0.50	0.7487846612930298
5	10	20	8	0.75	0.5133845806121826
5	10	20	10	0.00	0.847106397151947
5	10	20	10	0.25	0.8050562143325806
5	10	20	10	0.50	0.7760688662528992
5	10	20	10	0.75	0.5398093461990356
5	10	20	12	0.00	0.8005859851837158
5	10	20	12	0.25	0.763374388217926
5	10	20	12	0.50	0.6962296366691589
5	10	20	12	0.75	0.6690340042114258
5	10	20	14	0.00	0.8088204860687256
5	10	20	14	0.25	0.7797547578811646
5	10	20	14	0.50	0.6675686240196228
5	10	20	14	0.75	0.5194476246833801
5	10	20	16	0.00	0.762578547000885
5	10	20	16	0.25	0.7080453634262085
5	10	20	16	0.50	0.6683542132377625
5	10	20	16	0.75	0.5527994632720947
5	10	30	1	0.00	0.8653057217597961
5	10	30	1	0.25	0.8534570336341858
5	10	30	1	0.50	0.8496496677398682
5	10	30	1	0.75	0.8355714678764343
5	10	30	2	0.00	0.8709572553634644
5	10	30	2	0.25	0.8542995452880859
5	10	30	2	0.50	0.8541039228439331
5	10	30	2	0.75	0.8416322469711304
5	10	30	4	0.00	0.8705774545669556
5	10	30	4	0.25	0.8611196279525757
5	10	30	4	0.50	0.8444869518280029
5	10	30	4	0.75	0.7955677509307861
5	10	30	6	0.00	0.8517005443572998
5	10	30	6	0.25	0.8400008082389832
5	10	30	6	0.50	0.8170834183692932
5	10	30	6	0.75	0.7579184770584106
5	10	30	8	0.00	0.846110463142395
5	10	30	8	0.25	0.8183658123016357
5	10	30	8	0.50	0.7653059363365173
5	10	30	8	0.75	0.7221461534500122
5	10	30	10	0.00	0.8469130992889404
5	10	30	10	0.25	0.8371904492378235
5	10	30	10	0.50	0.7854152917861938
5	10	30	10	0.75	0.7093970775604248
5	10	30	12	0.00	0.8190433382987976
5	10	30	12	0.25	0.7659801244735718
5	10	30	12	0.50	0.7249724864959717
5	10	30	12	0.75	0.6516464948654175
5	10	30	14	0.00	0.8094548583030701
5	10	30	14	0.25	0.7369815111160278
5	10	30	14	0.50	0.726239025592804
5	10	30	14	0.75	0.5483587980270386
5	10	30	16	0.00	0.7712302803993225
5	10	30	16	0.25	0.7311878204345703
5	10	30	16	0.50	0.7132784128189087
5	10	30	16	0.75	0.5036311745643616
5	10	40	1	0.00	0.8602306842803955
5	10	40	1	0.25	0.8567073941230774
5	10	40	1	0.50	0.8525532484054565
5	10	40	1	0.75	0.8428987264633179
5	10	40	2	0.00	0.8719974756240845
5	10	40	2	0.25	0.858400285243988
5	10	40	2	0.50	0.8580000400543213
5	10	40	2	0.75	0.8492971658706665
5	10	40	4	0.00	0.8722748756408691
5	10	40	4	0.25	0.8606206178665161
5	10	40	4	0.50	0.8454931378364563
5	10	40	4	0.75	0.8197630047798157
5	10	40	6	0.00	0.8609753251075745
5	10	40	6	0.25	0.8483240604400635
5	10	40	6	0.50	0.8282146453857422
5	10	40	6	0.75	0.7979062795639038
5	10	40	8	0.00	0.8436411619186401
5	10	40	8	0.25	0.8325462341308594
5	10	40	8	0.50	0.7810325622558594
5	10	40	8	0.75	0.7499294877052307
5	10	40	10	0.00	0.8523622751235962
5	10	40	10	0.25	0.8164978623390198
5	10	40	10	0.50	0.7747819423675537
5	10	40	10	0.75	0.7323349714279175
5	10	40	12	0.00	0.8211420774459839
5	10	40	12	0.25	0.8035577535629272
5	10	40	12	0.50	0.7449953556060791
5	10	40	12	0.75	0.65446937084198
5	10	40	14	0.00	0.8039965629577637
5	10	40	14	0.25	0.7758188247680664
5	10	40	14	0.50	0.7364345788955688
5	10	40	14	0.75	0.7155863046646118
5	10	40	16	0.00	0.7884588241577148
5	10	40	16	0.25	0.7521384954452515
5	10	40	16	0.50	0.7094743847846985
5	10	40	16	0.75	0.6643465757369995
5	10	50	1	0.00	0.8614221215248108
5	10	50	1	0.25	0.8513708710670471
5	10	50	1	0.50	0.8473178148269653
5	10	50	1	0.75	0.8347029089927673
5	10	50	2	0.00	0.8711948394775391
5	10	50	2	0.25	0.860920786857605
5	10	50	2	0.50	0.8541561961174011
5	10	50	2	0.75	0.832571268081665
5	10	50	4	0.00	0.8750944137573242
5	10	50	4	0.25	0.8625260591506958
5	10	50	4	0.50	0.8545734882354736
5	10	50	4	0.75	0.82082599401474
5	10	50	6	0.00	0.8692257404327393
5	10	50	6	0.25	0.8596541881561279
5	10	50	6	0.50	0.8465266227722168
5	10	50	6	0.75	0.7686040997505188
5	10	50	8	0.00	0.846474289894104
5	10	50	8	0.25	0.8327372074127197
5	10	50	8	0.50	0.7878175973892212
5	10	50	8	0.75	0.7378795742988586
5	10	50	10	0.00	0.8483035564422607
5	10	50	10	0.25	0.8313376903533936
5	10	50	10	0.50	0.8041694164276123
5	10	50	10	0.75	0.7408627867698669
5	10	50	12	0.00	0.8120412826538086
5	10	50	12	0.25	0.7797262668609619
5	10	50	12	0.50	0.7527467608451843
5	10	50	12	0.75	0.6878927946090698
5	10	50	14	0.00	0.8106793165206909
5	10	50	14	0.25	0.7917784452438354
5	10	50	14	0.50	0.7538108825683594
5	10	50	14	0.75	0.674993634223938
5	10	50	16	0.00	0.7854914665222168
5	10	50	16	0.25	0.7624603509902954
5	10	50	16	0.50	0.7501159906387329
5	10	50	16	0.75	0.6794922947883606
5	10	75	1	0.00	0.862149715423584
5	10	75	1	0.25	0.8592621088027954
5	10	75	1	0.50	0.8508058786392212
5	10	75	1	0.75	0.8185750246047974
5	10	75	2	0.00	0.864972710609436
5	10	75	2	0.25	0.8579409122467041
5	10	75	2	0.50	0.856389045715332
5	10	75	2	0.75	0.8543267846107483
5	10	75	4	0.00	0.8737789988517761
5	10	75	4	0.25	0.8650885820388794
5	10	75	4	0.50	0.8523224592208862
5	10	75	4	0.75	0.8109419345855713
5	10	75	6	0.00	0.8561559915542603
5	10	75	6	0.25	0.842093825340271
5	10	75	6	0.50	0.8448917269706726
5	10	75	6	0.75	0.7993512749671936
5	10	75	8	0.00	0.8589835166931152
5	10	75	8	0.25	0.8451827764511108
5	10	75	8	0.50	0.8113352656364441
5	10	75	8	0.75	0.7109534740447998
5	10	75	10	0.00	0.8457090854644775
5	10	75	10	0.25	0.8312432765960693
5	10	75	10	0.50	0.7924003601074219
5	10	75	10	0.75	0.6900949478149414
5	10	75	12	0.00	0.8232271671295166
5	10	75	12	0.25	0.7941375374794006
5	10	75	12	0.50	0.7524011135101318
5	10	75	12	0.75	0.7087399959564209
5	10	75	14	0.00	0.8263444900512695
5	10	75	14	0.25	0.8042080998420715
5	10	75	14	0.50	0.7648796439170837
5	10	75	14	0.75	0.7053406238555908
5	10	75	16	0.00	0.8094422817230225
5	10	75	16	0.25	0.7749979496002197
5	10	75	16	0.50	0.7513176798820496
5	10	75	16	0.75	0.6667136549949646
5	10	100	1	0.00	0.8616176843643188
5	10	100	1	0.25	0.8582603931427002
5	10	100	1	0.50	0.8454965353012085
5	10	100	1	0.75	0.8496677875518799
5	10	100	2	0.00	0.8745088577270508
5	10	100	2	0.25	0.8666700124740601
5	10	100	2	0.50	0.8531240224838257
5	10	100	2	0.75	0.8398518562316895
5	10	100	4	0.00	0.876091480255127
5	10	100	4	0.25	0.8647168874740601
5	10	100	4	0.50	0.8516255617141724
5	10	100	4	0.75	0.8395642638206482
5	10	100	6	0.00	0.8657844066619873
5	10	100	6	0.25	0.8454635739326477
5	10	100	6	0.50	0.8442914485931396
5	10	100	6	0.75	0.7969751954078674
5	10	100	8	0.00	0.8602283596992493
5	10	100	8	0.25	0.8491823673248291
5	10	100	8	0.50	0.8189705610275269
5	10	100	8	0.75	0.7723740339279175
5	10	100	10	0.00	0.846602737903595
5	10	100	10	0.25	0.8376178741455078
5	10	100	10	0.50	0.8100244402885437
5	10	100	10	0.75	0.7767192125320435
5	10	100	12	0.00	0.827067494392395
5	10	100	12	0.25	0.8225529789924622
5	10	100	12	0.50	0.7835916876792908
5	10	100	12	0.75	0.7379512786865234
5	10	100	14	0.00	0.8419574499130249
5	10	100	14	0.25	0.8239172101020813
5	10	100	14	0.50	0.7890545129776001
5	10	100	14	0.75	0.711249053478241
5	10	100	16	0.00	0.8309557437896729
5	10	100	16	0.25	0.7976675629615784
5	10	100	16	0.50	0.7690417766571045
5	10	100	16	0.75	0.7113786935806274
5	15	10	1	0.00	0.8615188002586365
5	15	10	1	0.25	0.851111650466919
5	15	10	1	0.50	0.8164012432098389
5	15	10	1	0.75	0.7744318246841431
5	15	10	2	0.00	0.8756559491157532
5	15	10	2	0.25	0.8717621564865112
5	15	10	2	0.50	0.8371665477752686
5	15	10	2	0.75	0.8363343477249146
5	15	10	4	0.00	0.8906300067901611
5	15	10	4	0.25	0.8865360021591187
5	15	10	4	0.50	0.8524361252784729
5	15	10	4	0.75	0.8434149026870728
5	15	10	6	0.00	0.8804684281349182
5	15	10	6	0.25	0.8588289022445679
5	15	10	6	0.50	0.8456887006759644
5	15	10	6	0.75	0.5
5	15	10	8	0.00	0.8651727437973022
5	15	10	8	0.25	0.8507171273231506
5	15	10	8	0.50	0.8280850648880005
5	15	10	8	0.75	0.5
5	15	10	10	0.00	0.8410956859588623
5	15	10	10	0.25	0.827834963798523
5	15	10	10	0.50	0.7963590025901794
5	15	10	10	0.75	0.5
5	15	10	12	0.00	0.8055132627487183
5	15	10	12	0.25	0.7937270998954773
5	15	10	12	0.50	0.7711700201034546
5	15	10	12	0.75	0.6997209787368774
5	15	10	14	0.00	0.801221489906311
5	15	10	14	0.25	0.7568724751472473
5	15	10	14	0.50	0.7547703981399536
5	15	10	14	0.75	0.5
5	15	10	16	0.00	0.7666690945625305
5	15	10	16	0.25	0.7399998903274536
5	15	10	16	0.50	0.6471750736236572
5	15	10	16	0.75	0.5
5	15	15	1	0.00	0.8714586496353149
5	15	15	1	0.25	0.8668575286865234
5	15	15	1	0.50	0.8509116172790527
5	15	15	1	0.75	0.8044513463973999
5	15	15	2	0.00	0.8859891891479492
5	15	15	2	0.25	0.8790086507797241
5	15	15	2	0.50	0.8409671783447266
5	15	15	2	0.75	0.819617509841919
5	15	15	4	0.00	0.8888131976127625
5	15	15	4	0.25	0.860049843788147
5	15	15	4	0.50	0.8169776201248169
5	15	15	4	0.75	0.81309974193573
5	15	15	6	0.00	0.8833993673324585
5	15	15	6	0.25	0.8684890270233154
5	15	15	6	0.50	0.8270902633666992
5	15	15	6	0.75	0.7952584624290466
5	15	15	8	0.00	0.8726591467857361
5	15	15	8	0.25	0.8341503739356995
5	15	15	8	0.50	0.768355131149292
5	15	15	8	0.75	0.5495911836624146
5	15	15	10	0.00	0.8666449785232544
5	15	15	10	0.25	0.840772807598114
5	15	15	10	0.50	0.7581151127815247
5	15	15	10	0.75	0.6665215492248535
5	15	15	12	0.00	0.8356897234916687
5	15	15	12	0.25	0.8104189038276672
5	15	15	12	0.50	0.7868000268936157
5	15	15	12	0.75	0.7168868780136108
5	15	15	14	0.00	0.8032190203666687
5	15	15	14	0.25	0.6258856058120728
5	15	15	14	0.50	0.6064152121543884
5	15	15	14	0.75	0.5
5	15	15	16	0.00	0.7980905175209045
5	15	15	16	0.25	0.7456979751586914
5	15	15	16	0.50	0.6915127038955688
5	15	15	16	0.75	0.5
5	15	20	1	0.00	0.8636288046836853
5	15	20	1	0.25	0.859429121017456
5	15	20	1	0.50	0.8509308099746704
5	15	20	1	0.75	0.8314218521118164
5	15	20	2	0.00	0.881405234336853
5	15	20	2	0.25	0.8788870573043823
5	15	20	2	0.50	0.8647792935371399
5	15	20	2	0.75	0.8358306884765625
5	15	20	4	0.00	0.8909300565719604
5	15	20	4	0.25	0.8806253671646118
5	15	20	4	0.50	0.8704080581665039
5	15	20	4	0.75	0.8351053595542908
5	15	20	6	0.00	0.879620373249054
5	15	20	6	0.25	0.8788392543792725
5	15	20	6	0.50	0.8613243103027344
5	15	20	6	0.75	0.5
5	15	20	8	0.00	0.8821442127227783
5	15	20	8	0.25	0.8741098046302795
5	15	20	8	0.50	0.8367811441421509
